Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
462,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,Dielectric Material,ZrO2,Zr/O,Sphere,8nm,,0.1,,,/,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,7.32,,,,,,,,,,,,,,,12.1,,78.09,,,,,,,,7.3,0.0356,,,,,,,,5.49,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,NaCl,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,8.01,8.01,8.01,8.01,8.01,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,LiTFSI,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,13.09,13.09,13.09,13.09,13.09,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf2],,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,15.72,15.68,15.58,15.61,15.55,15.31,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf3],,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,3.89,3.89,3.89,3.89,3.89,3.89,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf4],,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4.47,4.47,4.47,4.47,4.47,4.47,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf5],,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,5.26,5.26,5.26,5.26,5.26,5.26,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf6],,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,5.94,5.94,5.94,5.94,5.94,5.94,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf7],,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,7.6,7.6,7.6,7.6,7.6,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf8],,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,9.6,9.6,9.6,9.6,9.6,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf9],,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,12.8,12.8,12.8,12.8,12.8,12.8,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,Conductor,PrMIm][NTf10],,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,20.03,20.03,20.03,20.03,20.03,20.03,20.03,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,0（phr）[KH570修饰的TiO2],Ti/O ,,,,,0（phr）,,KH570-TiO2,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3.09,3.08,3.06,3.03,2.94,0.89,,0.005,0.003,0.003,0.004,0.012,0.032,,,,,,,,,,82.5,,,,,,,,,0.3183,,,,,3.47,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,10（phr）[KH570修饰的TiO2],Ti/O ,,,,,10（phr）,,KH570-TiO3,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.41,3.39,3.36,3.3,3.11,0.91,,0.006,0.004,0.003,0.005,0.012,0.034,,,,,,,,,,75.69,,,,,,,,,0.3394,,,,,3.74,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,30（phr）[KH570修饰的TiO2],Ti/O ,,,,,30（phr）,,KH570-TiO4,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.68,3.65,3.63,3.59,3.47,1.01,,0.007,0.005,0.004,0.006,0.015,0.035,,,,,,,,,,74.47,,,,,,,,,0.2686,,,,,3.62,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,50（phr）[KH570修饰的TiO2],Ti/O ,,,,,50（phr）,,KH570-TiO5,,,,,,,,,,,,,,,,,,,,,,,,,3.95,3.91,3.9,3.88,3.81,3.65,1.1,,0.011,0.006,0.005,0.008,0.018,0.042,,,,,,,,,,71.38,,,,,,,,,0.2189,,,,,3.55,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,10（phr）[KH570修饰的TiO2]/10（phr）DOP,Ti/O ,,,,,10（phr）,,KH570-TiO6,,,,,,,,,,,,,,,,,,,,,,,,,3.62,3.6,3.57,3.56,3.51,3.33,0.84,,0.01,0,0,0.01,0.01,0.05,,,,,,,,,,68.18,,,,,,,,,0.2981,,,,,4.3,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,10（phr）[KH570修饰的TiO2]/30（phr）DOP,Ti/O ,,,,,10（phr）,,KH570-TiO7,,,,,,,,,,,,,,,,,,,,,,,,,3.77,3.75,3.75,3.72,3.7,3.53,0.62,,0.01,0,0,0,0.01,0.04,,,,,,,,,,45.79,,,,,,,,,0.2393,,,,,6.07,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,86,202007,Composites Science and Technology,10.1016/j.compscitech.2020.108202,NR (Natural Rubber),,,,,,3.12,3.09,3.08,3.06,3.03,2.94,,0.005,0.003,0.003,0.004,0.012,0.032,82.5,,,,,,,,0.89,,Dielectric Material,10（phr）[KH570修饰的TiO2]/50（phr）DOP,Ti/O ,,,,,10（phr）,,KH570-TiO8,,,,,,,,,,,,,,,,,,,,,,,,,4.03,4.01,4,3.99,3.96,3.83,0.49,,0.01,0,0,0,0.01,0.03,,,,,,,,,,40.26,,,,,,,,,0.2571,,,,,8.22,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,87,202205,Composites Science and Technology,10.1016/j.compscitech.2022.109424,SR (Silicone Rubber),,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,0,0,0,0,0,0,,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,Ceramic Materials,Conductor,3D MWCNTs,C ,,9.5 nm，长径比为6.3,三维非连续,0,,"MWCNT, NC7000, Nanocyl S.A., Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,,0,0,0,0,0,0,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,,17.64,,,,,,,,,0.0708,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,87,202205,Composites Science and Technology,10.1016/j.compscitech.2022.109424,SR (Silicone Rubber),,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,0,0,0,0,0,0,,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,Ceramic Materials,Conductor,3D MWCNTs,C ,,9.5 nm，长径比为6.3,三维非连续,0.002,,"MWCNT, NC7000, Nanocyl S.A., Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,3.56,3.58,3.45,3.48,3.42,3.45,,,0.02,0.01,0.01,0,0.01,0.01,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,,14.12,,,,,,,,,0.0901,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,87,202205,Composites Science and Technology,10.1016/j.compscitech.2022.109424,SR (Silicone Rubber),,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,0,0,0,0,0,0,,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,Ceramic Materials,Conductor,3D MWCNTs,C ,,9.5 nm，长径比为6.3,三维非连续,0.004,,"MWCNT, NC7000, Nanocyl S.A., Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,5.77,5.64,5.43,5.38,5.24,5.11,,,0.03,0.02,0.02,0.01,0.01,0.01,,0.000000001,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,,13.06,,,,,,,,,0.0974,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,87,202205,Composites Science and Technology,10.1016/j.compscitech.2022.109424,SR (Silicone Rubber),,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,0,0,0,0,0,0,,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,Ceramic Materials,Conductor,3D MWCNTs,C ,,9.5 nm，长径比为6.3,三维非连续,0.006,,"MWCNT, NC7000, Nanocyl S.A., Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,12.81,10.07,8.67,7.9,7.69,7.09,,,0.49,0.15,0.06,0.05,0.03,0.03,,0.00000001,0.00000001,0.0000001,0.000001,0.00001,0.0001,,,10.02,,,,,,,,,0.1151,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,87,202205,Composites Science and Technology,10.1016/j.compscitech.2022.109424,SR (Silicone Rubber),,,,,,1.27,1.29,1.32,1.34,1.29,1.4,,0,0,0,0,0,0,,,1.00E-10,0.000000001,0.00000001,0.0000001,0.000001,0.00001,,Ceramic Materials,Conductor,3D MWCNTs,C ,,9.5 nm，长径比为6.3,三维非连续,0.008,,"MWCNT, NC7000, Nanocyl S.A., Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,15.18,11.49,9.93,9.09,8.88,8.11,,,0.57,0.19,0.07,0.05,0.04,0.03,,0.00000001,0.00000001,0.0000001,0.000001,0.00001,0.0001,,,7.02,,,,,,,,,0.0849,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Ceramic Materials,Dielectric Material,GO,C,,,,0,,,PDA coating,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,3.62,3.59,3.77,,3.04,,,0.01,0.004,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Ceramic Materials,Dielectric Material,GO,C,,,,0.01,,,PDA coating,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,4.89,4.73,4.86,,,,,0.007,0.009,0.013,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Ceramic Materials,Dielectric Material,GO,C,,,,0.02,,,PDA coating,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,5.83,5.59,5.82,,,,,0.013,0.013,0.013,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Ceramic Materials,Dielectric Material,GO,C,,,,0.03,,,PDA coating,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.25,6.86,7.05,,,,,0.028,0.029,0.025,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Ceramic Materials,Dielectric Material,GO,C,,,,0.04,,,PDA coating,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,7.95,7.41,7.41,,3.14,,,0.041,0.038,0.039,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Metal,,"Eutectic Gallium, Indium",Ga/In,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,4.19,5.24,5.35,,,,,0.077,0.005,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Metal,,"Eutectic Gallium, Indium",Ga/In,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13,6.69,8.02,8.13,,,,,0.052,0.003,0.005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Metal,,"Eutectic Gallium, Indium",Ga/In,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,12.97,13.07,13.67,,,,,0.042,0.003,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Metal,,"Eutectic Gallium, Indium",Ga/In,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,21.14,23.83,23.78,,,,,0.02,0.003,0.001,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,88,202305,ACS APPLIED MATERIALS & INTERFACES,10.1021/acsami.2c21994,"PDMS (Sylgard 184, Dow Corning)",,,,,,,3.55,3.62,3.59,3.77,,,,0.01,0.004,0.003,0.002,,,,,,,,,,3.04,Metal,,"Eutectic Gallium, Indium",Ga/In,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53,26.91,27.09,26.87,,1.38,,,0.007,0.006,0.004,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
