Sample Number,Article Number,Year & Month,Journal,DOI,Matrix name,Monomer,Functional group,Initiator,Matrix modification method,Matrix relative dielectric constant (1Hz),Matrix relative dielectric constant (10Hz),Matrix relative dielectric constant (100Hz),Matrix relative dielectric constant (1kHz),Matrix relative dielectric constant (10kHz),Matrix relative dielectric constant (10^5Hz),Matrix relative dielectric constant (1MHz),Matrix dielectric loss (1Hz),Matrix dielectric loss (10Hz),Matrix dielectric loss (100Hz),Matrix dielectric loss (1kHz),Matrix dielectric loss (10kHz),Matrix dielectric loss (10^5Hz),Matrix dielectric loss (1MHz),Matrix breakdown electric field/kV·mm-1,Matrix conductivity (1Hz)/S·m-1,Matrix conductivity (10Hz)/S·m-1,Matrix conductivity (100Hz)/S·m-1,Matrix conductivity (1kHz)/S·m-1,Matrix conductivity (10kHz)/S·m-1,Matrix conductivity (10^5Hz)/S·m-1,Matrix conductivity (1MHz)/S·m-1,Matrix elastic modulus/MPa,Particle material category,Particle conductivity category,Particle component,Particle main elements,Particle morphology,Particle size/nm,Particle arrangement,Filling ratio (wt),Filling ratio (vol),Particle synthesis method,Particle modification method,Particle relative dielectric constant (1Hz),Particle relative dielectric constant (10Hz),Particle relative dielectric constant (100Hz),Particle relative dielectric constant (1kHz),Particle relative dielectric constant (10kHz),Particle relative dielectric constant (10^5Hz),Particle relative dielectric constant (1MHz),Particle dielectric loss (1Hz),Particle dielectric loss (10Hz),Particle dielectric loss (100Hz),Particle dielectric loss (1kHz),Particle dielectric loss (10kHz),Particle dielectric loss (10^5Hz),Particle dielectric loss (1MHz),Particle conductivity (1Hz)/S·m-1,Particle conductivity (10Hz)/S·m-1,Particle conductivity (100Hz)/S·m-1,Particle conductivity (1kHz)/S·m-1,Particle conductivity (10kHz)/S·m-1,Particle conductivity (10^5Hz)/S·m-1,Particle conductivity (1MHz)/S·m-1,Preparation of composite,Composite thickness/mm,Composite relative dielectric constant (1Hz),Composite relative dielectric constant (10Hz),Composite relative dielectric constant (100Hz),Composite relative dielectric constant (1kHz),Composite relative dielectric constant (10kHz),Composite relative dielectric constant (10^5Hz),Composite relative dielectric constant (1MHz),Composite elastic modulus/MPa,Composite dielectric loss (1Hz),Composite dielectric loss (10Hz),Composite dielectric loss (100Hz),Composite dielectric loss (1kHz),Composite dielectric loss (10kHz),Composite dielectric loss (10^5Hz),Composite dielectric loss (1MHz),Composite conductivity (1Hz)/S·m-1,Composite conductivity (10Hz)/S·m-1,Composite conductivity (100Hz)/S·m-1,Composite conductivity (1kHz)/S·m-1,Composite conductivity (10kHz)/S·m-1,Composite conductivity (10^5Hz)/S·m-1,Composite conductivity (1MHz)/S·m-1,Maximum strain,Breakdown voltage/kV,Breakdown electric field/kV·mm-1,Pre-stretching ratio,Prestress/N,Applied electric field/kV·mm,Frequency/Hz,Actuation displacement/mm,Actuating force/N,Actuating strain,Stress/MPa,Area strain,Response time/ms,Recovery time/ms,Response speed/Hz,Maximum bandwidth/Hz,Electromechanical sensitivity/MPa-1,Elastic energy density/MPa-1,Power density/W·kg-1,Energy density/J·kg-1,Energy efficiency/%,Cyclic voltage/Kv,Cyclic electric field/kV·mm-1,Cyclic strain,Cycle life,Time constant/ms,Single type particles or not,2nd particle material category,2nd particle conductivity category,2nd particle component,2nd particle main elements,2nd particle morphology,2nd particle size,2nd particle arrangement,2nd filling ratio (wt),2nd filling ratio (vol),2nd particle synthesis method,2nd particle modification method,2nd particle relative dielectric constant (1Hz),2nd particle relative dielectric constant (10Hz),2nd particle relative dielectric constant (100Hz),2nd particle relative dielectric constant (1kHz),2nd particle relative dielectric constant (10kHz),2nd particle relative dielectric constant (10^5Hz),2nd particle relative dielectric constant (1MHz),2nd particle dielectric loss (1Hz),2nd particle dielectric loss (10Hz),2nd particle dielectric loss (100Hz),2nd particle dielectric loss (1kHz),2nd particle dielectric loss (10kHz),2nd particle dielectric loss (10^5Hz),2nd particle dielectric loss (1MHz),2nd particle conductivity (1Hz),2nd particle conductivity (10Hz),2nd particle conductivity (100Hz),2nd particle conductivity (1kHz),2nd particle conductivity (10kHz),2nd particle conductivity (10^5Hz),2nd particle conductivity (1MHz),3rd particle material category,3rd particle conductivity category,3rd particle component,3rd particle main elements,3rd particle morphology,3rd particle size,3rd particle arrangement,3rd doping ratio (wt),3rd doping ratio (vol),3rd particle synthesis method,3rd particle modification method,3rd particle relative dielectric constant (1Hz),3rd particle relative dielectric constant (10Hz),3rd particle relative dielectric constant (100Hz),3rd particle relative dielectric constant (1kHz),3rd particle relative dielectric constant (10kHz),3rd particle relative dielectric constant (10^5Hz),3rd particle relative dielectric constant (1MHz),3rd particle dielectric loss (1Hz),3rd particle dielectric loss (10Hz),3rd particle dielectric loss (100Hz),3rd particle dielectric loss (1kHz),3rd particle dielectric loss (10kHz),3rd particle dielectric loss (10^5Hz),3rd particle dielectric loss (1MHz),3rd particle conductivity (1Hz),3rd particle conductivity (10Hz),3rd particle conductivity (100Hz),3rd particle conductivity (1kHz),3rd particle conductivity (10kHz),3rd particle conductivity (10^5Hz),3rd particle conductivity (1MHz)
435,80,202010,Macromolecular Research,10.1007/s13233-020-8164-3,P(VDF-HFP)聚（氟丙偏氟乙烯-六烯）(99.5%，AR级)收购自东莞占阳聚合物材料有限公司（东莞，中国）,,,,P(VDF-HFP)）/10 wt% Cr2AlC/3 wt%（BN填料）三元层状复合体系,,34.21,10.25,9.32,8.95,8.67,,,0.025,0.023,0.013,0.015,0.021,,,,3.61E-08,0.00000013,0.00000146,0.0000384,0.000369,,,无机非金属,半导体,BN,B/N,球型,150,各向异性,0.03,/,BN颗粒(99.8%，AR级)购自Nutpool材料公司（苏州，中国）,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,多层薄膜复合工艺,3,,,48.32,32.52,26.54,21.56,,,,1.85,0.76,0.44,0.25,0.23,,,7.81E-08,0.000000542,0.00000478,0.0000745,0.000784,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电,Cr2AlC三元层状化合物购自北京鼎胜兄弟科技有限公司（中国北京）。,Cr/Al/C,不规则型,/,各向异性,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,80,202010,Macromolecular Research,10.1007/s13233-020-8164-3,P(VDF-HFP)聚（氟丙偏氟乙烯-六烯）(99.5%，AR级)收购自东莞占阳聚合物材料有限公司（东莞，中国）,,,,P(VDF-HFP)）/15 wt% Cr2AlC/3 wt%（BN填料）三元层状复合体系,,34.21,10.25,9.32,8.95,8.67,,,0.025,0.023,0.013,0.015,0.021,,,,3.61E-08,0.00000013,0.00000146,0.0000384,0.000369,,,无机非金属,半导体,BN,B/N,球型,150,各向异性,0.03,/,BN颗粒(99.8%，AR级)购自Nutpool材料公司（苏州，中国）,/,,,,,,,4.2,,,,,,,0.0002,,,,,,,,多层薄膜复合工艺,3,,,82.25,43.58,32.57,23.98,,,,2.74,1.19,0.46,0.26,0.25,,,9.54E-08,0.000000745,0.00000654,0.0000954,0.000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电,Cr2AlC三元层状化合物,Cr/Al/C,不规则型,/,各向异性,0.15,,购自北京鼎胜兄弟科技有限公司（中国北京）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,5T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.000001,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,65.1,,,13.7,,7.4,,46.3,2.1,1.12,0.654,0.181,0.154,0.129,,,,,,,,,,95.58,95.58,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,10T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.000005,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,358.1,,,23.1,,9.6,,43.1,1.78,0.98,621,0.313,0.294,0.21,,,,,,,,,,92.76,92.76,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,1M@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.00001,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,29.1,,,15.2,,9.8,,41.2,0.24,0.19,0.17,0.13,0.11,0.1,,,,,,,,,,91.84,91.84,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,5M@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.00002,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,35.5,,,17.2,,10.1,,38.9,0.26,0.21,0.19,0.16,0.14,0.11,,,,,,,,,,88.23,88.23,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0.091,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,1M5T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,3285.8,,,38.5,,12.6,,38.1,0.79,0.51,0.41,0.35,0.25,0.08,,,,,,,,,,84.77,84.77,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0.047,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,5M5T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,8303.2,,,48.9,,13.8,,41.9,1.05,0.64,0.57,0.35,0.24,0.06,,,,,,,,,,74.44,74.44,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0.047,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,1M10T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.000001,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,4013.6,,,39.3,,12.1,,43.5,1.11,0.74,0.52,0.29,0.13,0.053,,,,,,,,,,95.58,95.58,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0.091,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,81,202011,COLLOIDS AND SURFACES A,10.1016/j.colsurfa.2020.125929,聚乙烯醇(PVA)基体1788PVA(Mn=1700，水解度=88%)购自上海Titan科学有限公司,,,,5M10T@1788PVA,3.1,,,1.85,,1.54,,2.41,,,0.051,,0.052,,92.76,,,,,,,,41.2,无机非金属,介电,Ti3C2Tx,Ti/C,不规则型,/,各向异性,0.000005,/,刻蚀法,/,,,,,,,,,,,,,,,,,,,,,,超声离心，溶解混合,12.5,2466.1,,,29.1,,9.4,,42.3,1.07,0.65,0.42,0.23,0.18,0.14,,,,,,,,,,91.84,91.84,,,,,,,,,,,,,,,,,,,,,,,,否,无机非金属,介电, [Hdabco]ClO4,C/H/Cl/O,不规则型,/,各向异性,0.091,,购自上海Titan科学有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,82,202211,ACS Applied Materials & Interfaces,10.1021/acsami.2c16086,PDMS（Gelest公司）,,,,"多官能咪唑接枝PDMS与双官能双（1-乙烯-咪唑-3-ium）溴离子液体之间的交联反应，添加1,12-二溴十二烷0.08g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,82,202211,ACS Applied Materials & Interfaces,10.1021/acsami.2c16087,PDMS（Gelest公司）,,,,"多官能咪唑接枝PDMS与双官能双（1-乙烯-咪唑-3-ium）溴离子液体之间的交联反应，添加1,12-二溴十二烷0.10g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,82,202211,ACS Applied Materials & Interfaces,10.1021/acsami.2c16088,PDMS（Gelest公司）,,,,"多官能咪唑接枝PDMS与双官能双（1-乙烯-咪唑-3-ium）溴离子液体之间的交联反应，添加1,12-二溴十二烷0.12g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,82,202211,ACS Applied Materials & Interfaces,10.1021/acsami.2c16089,PDMS（Gelest公司）,,,,"多官能咪唑接枝PDMS与双官能双（1-乙烯-咪唑-3-ium）溴离子液体之间的交联反应，添加1,12-二溴十二烷0.14g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,82,202211,ACS Applied Materials & Interfaces,10.1021/acsami.2c16090,PDMS（Gelest公司）,,,,"多官能咪唑接枝PDMS与双官能双（1-乙烯-咪唑-3-ium）溴离子液体之间的交联反应，添加1,12-二溴十二烷0.14g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,83,202205,SCIENCE ADVANCES,10.1126/sciadv.abm6200,由局部浓缩氮化硼纳米片（BNNS）组成的无界面单晶纳米复合介电弹性体（UNDE）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNNS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,83,202205,SCIENCE ADVANCES,10.1126/sciadv.abm6201,由局部浓缩氮化硼纳米片（BNNS）组成的无界面单晶纳米复合介电弹性体（UNDE）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNNS,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,83,202205,SCIENCE ADVANCES,10.1126/sciadv.abm6202,由局部浓缩氮化硼纳米片（BNNS）组成的无界面单晶纳米复合介电弹性体（UNDE）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNNS,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,83,202205,SCIENCE ADVANCES,10.1126/sciadv.abm6203,由局部浓缩氮化硼纳米片（BNNS）组成的无界面单晶纳米复合介电弹性体（UNDE）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNNS,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0,,获得自北京化工大学,AASt（二嵌段共聚物）修饰,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.64,,,,,,,,,,,,,,,11.33,,38.83,,,,,,,,5.46,0.1914,,,,,,,,6.08kJ/m-3,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.03,,获得自北京化工大学,AASt（二嵌段共聚物）修饰,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.81,,,,,,,,,,,,,,,10.46,,54.94,,,,,,,,7.53,0.3824,,,,,,,,22.91,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.05,,获得自北京化工大学,AASt（二嵌段共聚物）修饰,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.85,,,,,,,,,,,,,,,10.87,,57.2,,,,,,,,7.61,0.3685,,,,,,,,24.5,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.08,,获得自北京化工大学,AASt（二嵌段共聚物）修饰,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,1.19,,,,,,,,,,,,,,,10.31,,62.64,,,,,,,,7.69,0.3071,,,,,,,,27.09,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.1,,获得自北京化工大学,AASt（二嵌段共聚物）修饰,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,1.39,,,,,,,,,,,,,,,10.31,,80.61,,,,,,,,7.69,0.3797,,,,,,,,54.91,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.03,,获得自北京化工大学,/,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.81,,,,,,,,,,,,,,,10.3,,48.97,,,,,,,,5.93,0.2299,,,,,,,,11.31,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.05,,获得自北京化工大学,/,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,1.56,,,,,,,,,,,,,,,11.28,,63.49,,,,,,,,6.79,0.2042,,,,,,,,17.38,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.08,,获得自北京化工大学,/,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,3.97,,,,,,,,,,,,,,,9.79,,79.29,,,,,,,,6.2,0.102,,,,,,,,14.88,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,84,202206,Composites Science and Technology,10.1016/j.compscitech.2022.109543,SBAS（聚丙烯酸酯-苯乙烯）,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,介电,ZrO2,Zr/O,球形,8nm,,0.1,,获得自北京化工大学,/,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,7.32,,,,,,,,,,,,,,,12.1,,78.09,,,,,,,,7.3,0.0356,,,,,,,,5.49,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,导体,水溶性盐溶液：NaCl粉末、超纯水,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,8.01,8.01,8.01,8.01,8.01,8.01,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,导体,有机溶液：LiTFSI粉末、溶剂PC,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,13.09,13.09,13.09,13.09,13.09,13.09,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,导体,离子液体：液态离子([PrMIm][NTf2]）、溶剂FEC,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,15.72,15.68,15.58,15.61,15.55,15.31,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,85,202011,ADVANCED FUNCTIONAL MATERIALS,10.1002/adfm.202007863,PDMS,,,,,2.93,2.93,2.93,2.93,2.93,2.93,2.93,,,,,,,,,,,,,,,,1.24,,导体,离子液体：液态离子([PrMIm][NTf2]）、溶剂FEC,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,3.89,3.89,3.89,3.89,3.89,3.89,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
